id,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
415,INV1414,S450,Pen,43,2025-08-22,56.36,C652,UK
416,INV1415,S484,Marker,41,2025-01-13,78.27,C604,France
417,INV1416,S815,Notebook,28,2025-08-26,41.55,C818,USA
418,INV1417,S891,Ruler,40,2025-12-21,92.41,C300,India
419,INV1418,S759,Pen,1,2025-04-19,8.11,C962,USA
420,INV1419,S942,Pen,2,2025-07-20,15.8,C547,India
421,INV1420,S111,Eraser,24,2025-07-05,58.61,C411,UK
422,INV1421,S717,Stapler,31,2025-01-09,90.93,C283,Germany
423,INV1422,S322,Pencil,36,2025-11-07,56.73,C574,France
424,INV1423,S633,Marker,15,2025-03-04,37.12,C581,UK
425,INV1424,S742,Notebook,11,2025-03-19,68.01,C942,India
426,INV1425,S105,Marker,37,2025-12-12,17.53,C891,India
427,INV1426,S375,Eraser,1,2025-07-26,44.82,C876,France
428,INV1427,S649,Pencil,25,2025-02-19,33.52,C207,UK
429,INV1428,S631,Pencil,40,2025-06-05,94.39,C912,India
430,INV1429,S749,Marker,16,2025-12-08,71.46,C906,Germany
431,INV1430,S101,Notebook,48,2025-10-20,26.88,C738,France
432,INV1431,S826,Pencil,39,2025-02-17,14.96,C624,UK
433,INV1432,S152,Notebook,28,2025-02-26,38.68,C290,Germany
434,INV1433,S947,Pencil,40,2025-10-24,32.07,C236,USA
435,INV1434,S986,Eraser,17,2025-09-25,31.05,C644,France
436,INV1435,S788,Notebook,24,2025-01-07,24.52,C121,UK
437,INV1436,S924,Notebook,19,2025-09-03,36.76,C906,France
438,INV1437,S102,Ruler,18,2025-10-09,49.43,C430,USA
439,INV1438,S598,Ruler,14,2025-02-18,76.04,C663,India
440,INV1439,S801,Marker,10,2025-03-24,51.31,C830,Germany
441,INV1440,S570,Eraser,24,2025-01-12,82.33,C770,India
442,INV1441,S975,Notebook,3,2025-08-09,25.78,C420,USA
443,INV1442,S657,Notebook,12,2025-07-16,25.26,C556,Germany
444,INV1443,S377,Eraser,6,2025-07-18,17.26,C415,USA
445,INV1444,S108,Pen,10,2025-06-28,17.13,C494,France
446,INV1445,S366,Pencil,29,2025-01-30,18.58,C820,India
447,INV1446,S423,Ruler,14,2025-02-04,88.55,C555,India
448,INV1447,S198,Marker,32,2025-12-25,76.11,C548,USA
449,INV1448,S340,Pen,48,2025-10-08,35.39,C791,Germany
450,INV1449,S568,Stapler,35,2025-11-30,25.87,C537,France
451,INV1450,S805,Ruler,46,2025-01-18,29.2,C306,UK
452,INV1451,S888,Marker,21,2025-01-06,72.74,C496,UK
453,INV1452,S362,Ruler,42,2025-11-29,29.68,C339,USA
454,INV1453,S107,Ruler,47,2025-09-02,65.31,C834,France
455,INV1454,S707,Eraser,37,2025-05-03,17.32,C707,Germany
456,INV1455,S989,Stapler,23,2025-10-14,43.2,C883,USA
457,INV1456,S418,Notebook,43,2025-04-07,44.67,C236,France
458,INV1457,S586,Stapler,17,2025-07-25,44.98,C888,UK
459,INV1458,S590,Marker,5,2025-07-08,56.3,C393,USA
460,INV1459,S440,Pencil,42,2025-07-20,87.08,C963,India
461,INV1460,S823,Pencil,44,2025-02-28,75.42,C680,USA
462,INV1461,S614,Pencil,42,2025-09-15,37.48,C520,France
463,INV1462,S260,Pencil,36,2025-01-03,44.57,C823,USA
464,INV1463,S448,Ruler,21,2025-03-02,99.95,C373,USA
465,INV1464,S290,Pencil,50,2025-05-29,5.71,C323,USA
466,INV1465,S681,Eraser,3,2025-07-11,86.92,C758,UK
467,INV1466,S552,Ruler,27,2025-05-23,94.21,C474,Germany
468,INV1467,S290,Eraser,15,2025-01-17,25.25,C145,Germany
469,INV1468,S325,Ruler,47,2025-04-09,49.03,C225,France
470,INV1469,S444,Notebook,16,2025-08-16,72.19,C950,USA
471,INV1470,S711,Notebook,46,2025-07-08,23.8,C612,USA
472,INV1471,S555,Marker,36,2025-01-18,64.56,C618,Germany
473,INV1472,S983,Ruler,37,2025-02-22,42.3,C659,France
474,INV1473,S935,Marker,42,2025-11-27,28.8,C647,France
475,INV1474,S189,Marker,13,2025-08-20,9.2,C755,USA
476,INV1475,S764,Pen,25,2025-12-03,29.9,C347,France
477,INV1476,S586,Notebook,7,2025-09-30,95.82,C136,France
478,INV1477,S788,Eraser,47,2025-12-08,21.26,C434,India
479,INV1478,S367,Pencil,39,2025-06-07,66.79,C999,Germany
480,INV1479,S680,Pencil,11,2025-07-24,49.92,C628,UK
481,INV1480,S323,Marker,49,2025-11-12,68.96,C572,UK
482,INV1481,S323,Eraser,20,2025-07-03,99.11,C316,USA
483,INV1482,S431,Stapler,22,2025-07-07,70.32,C912,Germany
484,INV1483,S924,Notebook,44,2025-10-22,92.27,C245,UK
485,INV1484,S749,Stapler,11,2025-05-26,97.79,C664,UK
486,INV1485,S665,Notebook,49,2025-10-31,83.87,C559,France
487,INV1486,S636,Marker,29,2025-10-02,86.56,C890,UK
488,INV1487,S217,Pencil,15,2025-10-06,40.39,C287,India
489,INV1488,S849,Notebook,32,2025-09-23,72.57,C370,France
490,INV1489,S890,Ruler,34,2025-09-08,69.26,C365,Germany
491,INV1490,S251,Notebook,8,2025-08-22,87.48,C503,USA
492,INV1491,S136,Pen,26,2025-02-20,47.27,C206,Germany
493,INV1492,S658,Pencil,17,2025-12-09,75.56,C970,France
494,INV1493,S751,Stapler,24,2025-01-07,44.82,C422,UK
495,INV1494,S722,Stapler,32,2025-01-05,64.07,C561,UK
496,INV1495,S156,Pen,10,2025-07-04,64.79,C768,India
497,INV1496,S392,Ruler,50,2025-05-25,39.63,C324,Germany
498,INV1497,S666,Stapler,14,2025-06-04,6.41,C523,USA
499,INV1498,S603,Notebook,37,2025-05-11,87.79,C651,Germany
500,INV1499,S233,Stapler,8,2025-02-17,54.97,C675,India
501,INV1500,S430,Pencil,32,2025-10-29,70.43,C171,USA
502,INV1501,S422,Marker,34,2025-10-20,63.09,C556,India
503,INV1502,S898,Eraser,1,2025-11-11,5.19,C951,India
504,INV1503,S500,Ruler,41,2025-07-09,4.26,C900,India
505,INV1504,S782,Ruler,15,2025-08-18,2.87,C859,USA
506,INV1505,S900,Pen,35,2025-03-17,36.26,C564,Germany
507,INV1506,S759,Pen,47,2025-01-15,6.89,C237,India
508,INV1507,S822,Pencil,4,2025-08-23,10.8,C261,USA
509,INV1508,S273,Pencil,32,2025-01-23,46.33,C128,India
510,INV1509,S447,Ruler,29,2025-10-12,37.02,C722,Germany
511,INV1510,S190,Eraser,44,2025-09-07,62.28,C824,France
512,INV1511,S121,Ruler,50,2025-02-27,60.33,C309,UK
513,INV1512,S374,Notebook,26,2025-03-16,24.61,C478,India
514,INV1513,S248,Pen,32,2025-09-20,33.65,C870,India
515,INV1514,S651,Marker,10,2025-12-12,38.86,C785,USA
516,INV1515,S248,Notebook,40,2025-06-30,2.54,C334,UK
517,INV1516,S689,Stapler,22,2025-07-25,32.41,C887,Germany
518,INV1517,S207,Pencil,40,2025-05-24,11.73,C183,UK
519,INV1518,S462,Stapler,39,2025-06-11,62.53,C946,USA
520,INV1519,S910,Pen,31,2025-07-17,36.01,C886,France
521,INV1520,S622,Marker,18,2025-07-28,39.35,C286,USA
522,INV1521,S962,Eraser,3,2025-11-06,6.53,C955,France
523,INV1522,S787,Notebook,19,2025-06-11,69.29,C201,France
524,INV1523,S344,Eraser,5,2025-05-10,38.66,C805,France
525,INV1524,S105,Pen,38,2025-01-22,73.92,C826,Germany
526,INV1525,S880,Marker,8,2025-06-20,13.11,C882,France
527,INV1526,S613,Stapler,48,2025-09-25,31.33,C893,USA
528,INV1527,S985,Pencil,43,2025-09-30,96.9,C632,France
529,INV1528,S808,Notebook,2,2025-12-10,45.77,C385,USA
530,INV1529,S354,Pencil,23,2025-07-15,83.01,C718,USA
531,INV1530,S472,Eraser,36,2025-03-16,46.97,C937,Germany
532,INV1531,S729,Stapler,1,2025-10-15,38.85,C475,UK
533,INV1532,S126,Pencil,41,2025-06-07,88.67,C463,India
534,INV1533,S177,Notebook,10,2025-07-28,95.35,C199,UK
535,INV1534,S185,Pen,41,2025-12-09,91.59,C382,India
536,INV1535,S944,Ruler,47,2025-08-25,22.73,C214,USA
537,INV1536,S118,Pen,34,2025-09-17,82.84,C921,India
538,INV1537,S138,Pencil,10,2025-03-06,43.12,C700,USA
539,INV1538,S724,Ruler,16,2025-08-15,34.28,C175,India
540,INV1539,S371,Pen,38,2025-01-26,59.57,C257,USA
541,INV1540,S242,Pen,28,2025-04-21,63.77,C327,India
542,INV1541,S635,Pen,34,2025-12-04,52.15,C461,Germany
543,INV1542,S278,Eraser,19,2025-09-19,77.0,C391,UK
544,INV1543,S151,Marker,44,2025-03-26,82.28,C937,UK
545,INV1544,S843,Pencil,32,2025-11-10,30.7,C789,France
546,INV1545,S697,Notebook,15,2025-06-23,90.08,C558,USA
547,INV1546,S518,Stapler,35,2025-10-20,26.19,C971,India
548,INV1547,S654,Notebook,36,2025-08-03,68.14,C539,India
549,INV1548,S107,Pen,4,2025-06-30,73.86,C265,France
550,INV1549,S186,Ruler,9,2025-05-06,84.34,C296,India
551,INV1550,S230,Ruler,50,2025-08-19,68.98,C659,UK
552,INV1551,S681,Marker,8,2025-11-01,41.1,C649,France
553,INV1552,S172,Ruler,4,2025-08-07,20.68,C886,France
554,INV1553,S778,Ruler,41,2025-02-18,42.01,C486,Germany
555,INV1554,S840,Eraser,14,2025-10-14,96.6,C453,India
556,INV1555,S791,Stapler,29,2025-12-14,56.58,C942,USA
557,INV1556,S454,Ruler,20,2025-11-04,66.3,C140,USA
558,INV1557,S323,Marker,11,2025-07-21,27.96,C320,Germany
559,INV1558,S454,Marker,13,2025-09-25,99.14,C307,France
560,INV1559,S818,Pencil,43,2025-01-10,67.8,C933,Germany
561,INV1560,S114,Pen,43,2025-02-24,79.76,C113,Germany
562,INV1561,S971,Pencil,32,2025-02-24,42.55,C456,India
563,INV1562,S676,Notebook,39,2025-07-03,74.58,C916,France
564,INV1563,S285,Ruler,18,2025-10-28,63.45,C966,UK
565,INV1564,S916,Stapler,24,2025-09-10,32.67,C804,UK
566,INV1565,S461,Pen,4,2025-06-25,40.24,C152,France
567,INV1566,S689,Pencil,32,2025-03-31,65.41,C611,USA
568,INV1567,S659,Pencil,39,2025-05-18,4.4,C283,Germany
569,INV1568,S830,Pencil,34,2025-10-06,28.48,C740,France
570,INV1569,S480,Pen,32,2025-12-31,25.22,C794,USA
571,INV1570,S699,Marker,1,2025-06-18,83.88,C946,UK
572,INV1571,S383,Pen,28,2025-05-04,98.64,C875,UK
573,INV1572,S564,Marker,35,2025-08-10,17.52,C877,France
574,INV1573,S219,Stapler,30,2025-10-02,13.27,C769,India
575,INV1574,S710,Stapler,22,2025-10-29,74.8,C983,India
576,INV1575,S573,Pen,8,2025-06-05,74.31,C721,India
577,INV1576,S664,Eraser,7,2025-09-15,14.51,C914,USA
578,INV1577,S563,Marker,32,2025-10-17,68.68,C367,France
579,INV1578,S191,Notebook,5,2025-11-20,34.5,C183,India
580,INV1579,S439,Marker,50,2025-09-21,51.43,C431,France
581,INV1580,S852,Pencil,32,2025-10-04,95.45,C367,India
582,INV1581,S785,Pencil,28,2025-08-02,4.5,C803,Germany
583,INV1582,S599,Eraser,7,2025-10-01,35.96,C690,Germany
584,INV1583,S630,Notebook,32,2025-07-25,17.69,C285,USA
585,INV1584,S394,Marker,27,2025-10-30,44.1,C733,India
586,INV1585,S888,Marker,7,2025-05-28,2.1,C718,USA
587,INV1586,S418,Pen,16,2025-03-11,89.62,C599,USA
588,INV1587,S731,Pencil,27,2025-08-13,1.26,C670,USA
589,INV1588,S185,Eraser,18,2025-07-23,85.14,C232,UK
590,INV1589,S114,Pencil,17,2025-03-28,74.19,C902,Germany
591,INV1590,S865,Pencil,50,2025-07-02,9.64,C254,USA
592,INV1591,S174,Pencil,4,2025-01-01,4.98,C849,Germany
593,INV1592,S418,Ruler,26,2025-07-04,75.43,C850,USA
594,INV1593,S227,Eraser,41,2025-11-23,56.52,C528,UK
595,INV1594,S937,Notebook,28,2025-03-29,89.63,C440,India
596,INV1595,S684,Marker,27,2025-02-21,77.4,C779,India
597,INV1596,S168,Stapler,18,2025-06-08,53.86,C260,France
598,INV1597,S895,Pencil,2,2025-07-02,94.81,C907,India
599,INV1598,S149,Pen,7,2025-02-08,80.3,C709,UK
600,INV1599,S826,Pen,15,2025-04-24,74.29,C655,USA
601,INV1600,S448,Marker,17,2025-10-16,19.36,C187,India
602,INV1601,S746,Ruler,30,2025-07-12,43.66,C870,USA
603,INV1602,S164,Stapler,15,2025-04-18,93.07,C752,India
604,INV1603,S117,Eraser,17,2025-05-11,52.31,C123,USA
605,INV1604,S562,Pen,16,2025-03-31,57.19,C752,USA
606,INV1605,S986,Stapler,9,2025-09-02,35.28,C369,France
607,INV1606,S983,Pencil,49,2025-08-03,45.23,C917,USA
608,INV1607,S881,Stapler,26,2025-12-09,27.26,C870,UK
609,INV1608,S955,Marker,12,2025-02-01,81.76,C472,India
610,INV1609,S284,Eraser,27,2025-05-17,5.56,C483,USA
611,INV1610,S729,Marker,7,2025-09-17,44.7,C355,USA
612,INV1611,S331,Pen,41,2025-09-20,91.11,C420,France
613,INV1612,S921,Eraser,44,2025-01-08,15.76,C656,UK
614,INV1613,S628,Pencil,26,2025-11-30,37.55,C123,France
615,INV1614,S817,Pencil,45,2025-09-04,32.91,C554,France
616,INV1615,S181,Stapler,45,2025-03-03,27.23,C756,UK
617,INV1616,S778,Eraser,38,2025-04-19,15.63,C257,France
618,INV1617,S908,Stapler,33,2025-09-07,73.56,C320,Germany
619,INV1618,S210,Pencil,43,2025-03-14,57.1,C381,USA
620,INV1619,S695,Marker,2,2025-06-18,77.33,C936,France
621,INV1620,S963,Notebook,50,2025-03-14,54.54,C138,India
622,INV1621,S629,Pen,5,2025-01-01,92.05,C988,India
623,INV1622,S273,Pencil,36,2025-06-30,54.02,C423,UK
624,INV1623,S610,Pencil,34,2025-10-08,27.98,C503,France
625,INV1624,S735,Pen,17,2025-01-03,87.94,C369,France
626,INV1625,S677,Notebook,28,2025-09-24,18.56,C329,India
627,INV1626,S469,Ruler,4,2025-11-11,32.4,C929,Germany
628,INV1627,S299,Pencil,25,2025-05-19,78.61,C713,Germany
629,INV1628,S423,Marker,31,2025-01-31,40.07,C953,USA
630,INV1629,S779,Ruler,34,2025-10-15,91.03,C330,India
631,INV1630,S261,Marker,15,2025-09-20,28.19,C499,UK
632,INV1631,S371,Pencil,32,2025-07-15,39.43,C194,Germany
633,INV1632,S238,Eraser,45,2025-06-08,71.4,C808,India
634,INV1633,S915,Marker,19,2025-01-28,48.22,C980,Germany
635,INV1634,S884,Notebook,31,2025-03-27,28.64,C847,UK
636,INV1635,S124,Pencil,8,2025-08-30,8.99,C442,UK
637,INV1636,S771,Stapler,3,2025-02-01,44.78,C341,France
638,INV1637,S965,Stapler,44,2025-06-27,85.9,C980,UK
639,INV1638,S888,Ruler,3,2025-06-28,3.83,C557,UK
640,INV1639,S678,Pencil,32,2025-01-04,8.86,C923,India
641,INV1640,S617,Stapler,16,2025-01-03,73.77,C405,Germany
642,INV1641,S664,Pencil,45,2025-07-09,57.37,C872,India
643,INV1642,S982,Eraser,22,2025-12-07,33.74,C172,France
644,INV1643,S557,Marker,33,2025-04-27,88.46,C339,UK
645,INV1644,S156,Pen,31,2025-10-01,55.43,C346,UK
646,INV1645,S927,Stapler,15,2025-08-26,76.59,C450,France
647,INV1646,S419,Pen,26,2025-05-30,38.96,C192,USA
648,INV1647,S634,Ruler,31,2025-03-05,87.41,C680,France
649,INV1648,S669,Marker,9,2025-07-20,17.76,C990,France
650,INV1649,S766,Marker,24,2025-04-16,4.39,C769,France
651,INV1650,S852,Eraser,49,2025-03-31,64.56,C914,USA
652,INV1651,S259,Marker,45,2025-12-07,75.56,C972,France
653,INV1652,S458,Pen,17,2025-02-22,81.3,C729,India
654,INV1653,S987,Notebook,5,2025-06-06,59.58,C942,India
655,INV1654,S173,Marker,40,2025-07-14,41.96,C359,France
656,INV1655,S224,Eraser,5,2025-06-17,72.81,C166,India
657,INV1656,S961,Pen,27,2025-04-09,1.29,C859,USA
658,INV1657,S681,Ruler,4,2025-08-31,97.17,C832,Germany
659,INV1658,S397,Eraser,44,2025-03-10,79.94,C340,UK
660,INV1659,S491,Eraser,36,2025-09-20,12.3,C665,USA
661,INV1660,S331,Eraser,4,2025-05-12,9.57,C179,India
662,INV1661,S751,Pencil,34,2025-08-14,14.0,C696,USA
663,INV1662,S635,Marker,9,2025-01-20,92.91,C740,Germany
664,INV1663,S936,Eraser,29,2025-04-19,70.06,C601,UK
665,INV1664,S581,Pencil,36,2025-01-27,98.49,C141,France
666,INV1665,S714,Pen,33,2025-10-04,77.52,C531,USA
667,INV1666,S654,Ruler,24,2025-08-25,71.12,C901,India
668,INV1667,S571,Marker,15,2025-05-05,18.82,C364,India
669,INV1668,S472,Pen,31,2025-09-04,10.73,C354,India
670,INV1669,S146,Eraser,17,2025-06-09,29.89,C981,USA
671,INV1670,S366,Pen,16,2025-06-28,47.73,C650,UK
672,INV1671,S225,Notebook,37,2025-09-24,22.4,C691,UK
673,INV1672,S998,Stapler,44,2025-03-22,29.28,C179,UK
674,INV1673,S255,Marker,36,2025-06-30,47.08,C326,India
675,INV1674,S566,Marker,33,2025-01-27,89.3,C751,France
676,INV1675,S298,Notebook,35,2025-12-21,79.2,C652,USA
677,INV1676,S227,Pen,38,2025-01-22,65.76,C727,India
678,INV1677,S542,Marker,47,2025-03-05,87.31,C639,France
679,INV1678,S345,Notebook,22,2025-11-18,77.14,C273,India
680,INV1679,S387,Pen,34,2025-12-01,86.78,C395,India
681,INV1680,S196,Stapler,49,2025-03-09,31.15,C694,UK
682,INV1681,S688,Ruler,1,2025-09-18,58.73,C304,France
683,INV1682,S545,Eraser,32,2025-04-26,71.65,C735,India
684,INV1683,S493,Notebook,43,2025-04-21,54.11,C569,France
685,INV1684,S917,Pencil,12,2025-01-19,50.25,C242,France
686,INV1685,S955,Pen,26,2025-08-30,35.0,C762,UK
687,INV1686,S818,Pen,9,2025-01-19,25.37,C792,India
688,INV1687,S968,Eraser,2,2025-01-07,39.15,C329,France
689,INV1688,S621,Eraser,13,2025-08-11,59.88,C720,USA
690,INV1689,S522,Marker,14,2025-08-24,69.85,C613,USA
691,INV1690,S242,Eraser,22,2025-10-16,82.12,C819,France
692,INV1691,S717,Stapler,16,2025-03-27,84.83,C313,Germany
693,INV1692,S100,Pen,11,2025-04-07,47.56,C707,UK
694,INV1693,S526,Pen,37,2025-12-08,90.65,C124,Germany
695,INV1694,S966,Pencil,8,2025-04-06,21.79,C356,USA
696,INV1695,S639,Eraser,16,2025-04-13,87.43,C267,UK
697,INV1696,S660,Pen,35,2025-04-18,99.42,C817,USA
698,INV1697,S740,Marker,17,2025-05-05,22.88,C347,Germany
699,INV1698,S921,Eraser,37,2025-03-03,81.75,C503,Germany
700,INV1699,S462,Marker,9,2025-12-19,65.42,C990,India
701,INV1700,S771,Notebook,3,2025-02-11,89.75,C341,UK
702,INV1701,S387,Ruler,30,2025-06-09,22.57,C195,USA
703,INV1702,S578,Eraser,9,2025-08-09,19.56,C900,USA
704,INV1703,S236,Pen,38,2025-08-21,42.71,C867,France
705,INV1704,S309,Marker,15,2025-01-17,64.37,C898,UK
706,INV1705,S643,Ruler,10,2025-08-20,53.58,C609,USA
707,INV1706,S271,Eraser,28,2025-02-11,5.93,C813,Germany
708,INV1707,S343,Stapler,28,2025-08-18,93.43,C933,UK
709,INV1708,S644,Stapler,38,2025-06-29,15.61,C917,France
710,INV1709,S749,Pen,41,2025-06-21,93.99,C745,UK
711,INV1710,S394,Ruler,50,2025-05-11,87.1,C946,France
712,INV1711,S945,Pen,20,2025-05-13,24.46,C409,France
713,INV1712,S426,Pencil,20,2025-01-18,8.83,C534,Germany
714,INV1713,S484,Stapler,33,2025-08-09,41.11,C706,India
715,INV1714,S735,Marker,22,2025-08-01,28.19,C972,France
716,INV1715,S695,Pencil,18,2025-04-01,1.94,C202,India
717,INV1716,S580,Stapler,10,2025-04-06,62.07,C351,Germany
718,INV1717,S190,Notebook,21,2025-10-08,64.29,C373,India
719,INV1718,S524,Marker,30,2025-11-17,87.03,C714,UK
720,INV1719,S417,Stapler,25,2025-09-30,29.06,C501,USA
721,INV1720,S591,Stapler,33,2025-05-01,88.41,C142,India
722,INV1721,S742,Pen,21,2025-01-24,68.55,C156,France
723,INV1722,S251,Pen,47,2025-02-10,40.55,C757,India
724,INV1723,S438,Marker,33,2025-05-01,25.72,C329,Germany
725,INV1724,S850,Eraser,24,2025-06-27,38.31,C725,UK
726,INV1725,S327,Pencil,50,2025-03-20,65.28,C392,UK
727,INV1726,S589,Pencil,22,2025-09-15,96.76,C315,India
728,INV1727,S452,Pen,50,2025-07-25,74.15,C132,Germany
729,INV1728,S933,Stapler,43,2025-11-28,62.96,C285,UK
730,INV1729,S964,Ruler,10,2025-03-28,46.48,C924,UK
731,INV1730,S446,Stapler,33,2025-04-08,90.27,C663,USA
732,INV1731,S295,Notebook,19,2025-09-04,16.88,C991,Germany
733,INV1732,S698,Pen,17,2025-05-19,9.71,C801,Germany
734,INV1733,S580,Ruler,13,2025-03-10,23.05,C897,Germany
735,INV1734,S569,Pen,19,2025-01-24,85.87,C762,USA
736,INV1735,S337,Marker,28,2025-04-20,34.55,C450,India
737,INV1736,S768,Pencil,11,2025-02-01,88.47,C134,France
738,INV1737,S163,Pencil,12,2025-08-11,1.39,C348,India
739,INV1738,S122,Notebook,22,2025-06-28,25.51,C653,France
740,INV1739,S835,Stapler,43,2025-12-21,38.23,C724,India
741,INV1740,S568,Pen,17,2025-05-26,70.59,C583,USA
742,INV1741,S143,Eraser,15,2025-12-29,90.61,C592,Germany
743,INV1742,S199,Notebook,26,2025-09-18,91.08,C838,France
744,INV1743,S603,Pen,50,2025-01-19,31.12,C847,UK
745,INV1744,S737,Pen,46,2025-08-30,32.68,C364,UK
746,INV1745,S564,Pen,9,2025-04-30,97.79,C640,India
747,INV1746,S307,Stapler,17,2025-10-17,88.95,C469,UK
748,INV1747,S426,Pencil,42,2025-08-20,54.96,C999,UK
749,INV1748,S174,Pen,4,2025-07-08,48.58,C666,India
750,INV1749,S502,Pencil,50,2025-02-20,44.03,C547,Germany
751,INV1750,S706,Marker,10,2025-07-16,95.24,C644,USA
752,INV1751,S882,Eraser,42,2025-09-29,11.61,C219,Germany
753,INV1752,S755,Pen,14,2025-11-10,84.97,C477,UK
754,INV1753,S171,Stapler,15,2025-02-24,7.43,C354,USA
755,INV1754,S773,Pen,43,2025-01-25,94.96,C107,France
756,INV1755,S905,Eraser,39,2025-07-03,30.91,C263,USA
757,INV1756,S120,Stapler,22,2025-12-11,96.35,C144,UK
758,INV1757,S339,Ruler,5,2025-06-06,33.47,C800,India
759,INV1758,S610,Ruler,34,2025-01-07,95.98,C811,France
760,INV1759,S249,Marker,3,2025-08-17,79.34,C891,France
761,INV1760,S643,Pen,11,2025-09-02,55.92,C261,USA
762,INV1761,S314,Pencil,33,2025-03-01,6.88,C662,India
763,INV1762,S895,Pencil,25,2025-10-07,88.68,C169,UK
764,INV1763,S692,Ruler,18,2025-06-21,64.72,C837,India
765,INV1764,S953,Notebook,33,2025-02-11,13.86,C934,UK
766,INV1765,S422,Marker,47,2025-01-22,96.5,C429,Germany
767,INV1766,S688,Marker,22,2025-07-09,97.28,C837,France
768,INV1767,S695,Stapler,19,2025-08-08,75.89,C650,USA
769,INV1768,S313,Notebook,37,2025-02-11,4.07,C107,France
770,INV1769,S145,Ruler,16,2025-02-20,32.03,C919,India
771,INV1770,S536,Notebook,21,2025-12-19,16.46,C288,UK
772,INV1771,S349,Stapler,33,2025-05-10,63.48,C996,Germany
773,INV1772,S808,Pencil,44,2025-06-27,98.23,C191,France
774,INV1773,S894,Notebook,15,2025-07-21,29.22,C483,Germany
775,INV1774,S447,Stapler,8,2025-02-08,85.51,C141,India
776,INV1775,S382,Pencil,46,2025-11-21,55.0,C619,UK
777,INV1776,S934,Marker,16,2025-10-26,19.76,C290,Germany
778,INV1777,S574,Eraser,44,2025-11-12,5.94,C130,India
779,INV1778,S282,Pencil,20,2025-03-20,64.11,C872,France
780,INV1779,S873,Stapler,3,2025-02-11,56.31,C910,USA
781,INV1780,S415,Eraser,26,2025-11-29,29.64,C518,Germany
782,INV1781,S202,Stapler,32,2025-11-19,18.04,C517,India
783,INV1782,S492,Notebook,26,2025-03-06,87.96,C224,UK
784,INV1783,S407,Ruler,44,2025-01-22,44.46,C293,France
785,INV1784,S382,Pencil,41,2025-05-30,70.88,C389,USA
786,INV1785,S414,Stapler,43,2025-02-19,31.99,C931,India
787,INV1786,S652,Pen,40,2025-08-20,53.48,C378,UK
788,INV1787,S691,Pen,13,2025-12-27,47.01,C369,France
789,INV1788,S314,Notebook,8,2025-12-11,61.44,C765,USA
790,INV1789,S536,Eraser,41,2025-11-11,30.92,C108,USA
791,INV1790,S506,Ruler,32,2025-05-15,94.12,C384,UK
792,INV1791,S124,Stapler,40,2025-04-05,56.15,C755,France
793,INV1792,S251,Stapler,13,2025-03-31,5.32,C462,India
794,INV1793,S398,Marker,32,2025-10-26,60.65,C597,France
795,INV1794,S135,Notebook,38,2025-06-12,45.2,C413,USA
796,INV1795,S342,Pencil,32,2025-06-08,11.45,C695,Germany
797,INV1796,S843,Notebook,23,2025-11-07,94.44,C387,USA
798,INV1797,S307,Eraser,24,2025-01-11,8.78,C698,UK
799,INV1798,S667,Pencil,4,2025-09-21,88.61,C814,USA
800,INV1799,S125,Stapler,44,2025-02-10,58.71,C519,India
801,INV1800,S343,Eraser,14,2025-12-11,60.13,C100,France
802,INV1801,S129,Eraser,1,2025-10-31,96.74,C885,USA
803,INV1802,S405,Pencil,23,2025-02-27,55.45,C252,USA
804,INV1803,S601,Marker,20,2025-10-09,11.19,C689,USA
805,INV1804,S847,Ruler,38,2025-02-10,32.93,C901,India
806,INV1805,S324,Stapler,23,2025-11-18,70.91,C671,Germany
807,INV1806,S728,Marker,37,2025-06-16,41.73,C634,India
808,INV1807,S346,Stapler,36,2025-05-11,8.27,C122,India
809,INV1808,S736,Pencil,33,2025-12-28,5.29,C703,France
810,INV1809,S388,Stapler,48,2025-04-11,80.68,C368,France
811,INV1810,S811,Eraser,39,2025-09-11,39.96,C801,UK
812,INV1811,S652,Pencil,38,2025-12-18,42.57,C769,UK
813,INV1812,S569,Pen,27,2025-06-02,29.25,C595,UK
814,INV1813,S542,Ruler,49,2025-05-25,38.76,C507,India
815,INV1814,S198,Eraser,35,2025-09-30,14.88,C565,Germany
816,INV1815,S611,Pen,7,2025-05-16,55.39,C394,Germany
817,INV1816,S557,Ruler,6,2025-03-18,38.18,C206,Germany
818,INV1817,S810,Ruler,7,2025-05-21,85.12,C365,UK
819,INV1818,S363,Eraser,11,2025-12-31,74.39,C181,Germany
820,INV1819,S698,Ruler,40,2025-02-08,58.15,C640,India
821,INV1820,S104,Ruler,7,2025-01-01,22.25,C837,India
822,INV1821,S815,Eraser,6,2025-06-27,13.42,C448,India
823,INV1822,S191,Stapler,50,2025-01-19,64.97,C859,India
824,INV1823,S525,Pencil,11,2025-09-23,1.05,C482,Germany
825,INV1824,S526,Notebook,48,2025-09-14,73.35,C189,India
826,INV1825,S947,Notebook,32,2025-03-10,71.0,C527,Germany
827,INV1826,S276,Pen,8,2025-01-18,37.78,C519,USA
828,INV1827,S742,Pen,16,2025-01-19,13.56,C432,France
829,INV1828,S760,Pen,39,2025-12-26,22.97,C581,UK
830,INV1829,S479,Eraser,2,2025-04-24,36.28,C570,India
831,INV1830,S548,Notebook,45,2025-04-04,70.08,C341,USA
